CategoryID	CategoryName	Count
397902	Противовоспалительные НПВС внутренние	273
441955	Противовоспалительные НПВС наружные	78
2418082	Противовоспалительные НПВС Обезболивающие, жаропониж. спазмалитики	100
510410	Противовоспалительные стероидные внутренние	7
439870	Противовоспалительные стероидные наружные	168
442944	Противогрибковые внутреннего применения	77
442055	Противогрибковые наружного применения	82
441994	Противодиабетические (гипогликемические)	67
460129	Противозачаточные наружного применения	12
362333	Противокашлевые (бронхолитики, секретолитики...)	359
332173	Противоопухолевые, радиопротекторы	10
442918	Противопедикулезные	22
442643	Противопростудные, противогриппозные (комбинир)	158
459349	Противорвотные	14
450886	Противоязвенные	107
1367334	Профессионально-бытовые игровые наборы	431
3231996	Пружины ПРПД	8
717566	Прыгуны	106
804438	Пряжа	108
4708611	Пряжа для рукоделия	41
5	Пряники	2291
2416902	Психотропные, антидепрессанты, противопаркенс., противосудорожные	28
38685	Птица замороженная	215
3944415	Птица маринованная	1
100955	Птица охлажденная	45
3607126	Птица разделанная	68
3673186	Птица тушка	56
272015	Пудра	2815
981464	Пульт дистанционного управления	140
3231785	Пульты кнопочные ПКТ	12
3232070	Пускатели ручные кнопочные	50
3231652	Пускатели электромагнитные ПМ12	84
1360926	Пускорегулирующая аппаратура	282
109956	Пылесос	601
52883	Пюре детское	1338
2255231	Пюре детское мясное и рыбное	28
2255233	Пюре детское овощное и фруктовое	214
368509	Пятновыводитель	271
2750348	Радар-детектор	41
206249	Радиоприемник	171
178797	Радиостанция	17
3610450	Разветвители прикуривателя	47
272108	Разделитель листов	111
3230666	Разрядник	34
3232649	Разъединители РЕ19	18
3232172	Разъем	50
3224567	Разъем электрический промышленный	56
3948166	Разъем электрический силовой	104
3948168	Рамка автомобильная	77
806296	Рамка электромонтажная	1255
514022	Ранец	968
441241	Ранозаживляющие, повыш регенерацию	98
517324	Рапидограф	61
457262	Раскраска	3669
514467	Расписание уроков	128
320101	Распылитель для аквариума	82
3232552	Рассеиватели для светильников	54
342378	Раствор для контактных линз	106
225979	Растворитель	296
2506018	Растворитель фармакологический	409
1817984	Растения искусственные	407
214365	Расческа	1500
503406	Регистратор офисный	864
451077	Регуляторы эректильной дисфункции	95
498142	Резак для бумаги	29
515227	Резинка банковская	114
515241	Резинки для волос	425
449222	Рекламные материалы	56
808848	Реле	370
3223939	Реле времени	100
3223915	Реле контроля напряжения	30
3233024	Реле контроля уровня	10
3225651	Реле контроля фаз	6
3232213	Реле промежуточное	128
3231776	Реле токовое электронное	31
3233617	Реле электротепловое	72
3808896	Ремонт колесных шин и шиномонтаж	26
331155	Репеллент	422
1118103	Ресницы накладные	130
3226857	Ретро изолятор	25
3232868	Ретро провод	62
515377	Решетка вентиляционная	148
515452	Решетка для водостока	13
23967	Рис	1373
3605398	Роботы и трансформеры	176
810458	Розетка телефонная	61
515770	Розетка электрическая	1692
3233498	Розетки на DIN-рейку (РД-47, РАр10)	4
111587	Ром	1588
2074200	РОСМЭН	746
2256464	Рубашка	1024
3625969	Рубашки/сорочки	133
3232999	Рубильник	74
712988	Рукоделие	840
272370	Рулет кондитерский	900
516315	Рулетка	195
2439	Румяна	1508
2226383	Русский стиль	47
20596	Ручки	1296
20582	Ручки гелевые	1966
237113	Ручки капиллярные	81
811875	Ручки масляные	14
262640	Ручки перьевые	108
179022	Ручки подарочные	299
517326	Ручки роллеры	205
179066	Ручки шариковые	5433
115797	Рыба	6797
2228882	Рыба горячего копчения	103
97152	Рыба живая и охлажденная	52
3609100	Рыба замороженная	201
36625	Рыба копченая	97
1819587	Рыба мороженная	121
3605669	Рыба охлажденная	239
36877	Рыба свежемороженая	662
22645	Рыба соленая	1099
1661897	Рыба сушеная вяленая	312
263557	Рыба холодного копчения	571
562237	Рыбалка	495
1819807	Рыбная гастрономия фасованная	355
36552	Рыбные полуфабрикаты	266
241936	Рыболовная леска	61
241617	Рыболовные аксессуары	317
242079	Рыболовные крючки	33
241571	Рыболовные поплавки	100
241981	Рыболовные приманки	1056
518698	Рюкзак	3221
3605840	Ряженка	74
2228248	Садовые предметы интерьера	1221
33235	Садовый инвентарь	903
3610740	Саженцы	659
172638	Саке	202
273176	Салат	2103
323381	Салатник	5749
3613520	Сало	9
1276	Салфетки	8609
499	Салфетки влажные	3046
3609957	Салфетки влажные детские	3
340956	Салфетки детские	423
520370	Салфетки медицинские	14
1302935	Самокат	37
520539	Саморез	1887
2506071	Санки	299
278405	Сантехника	1699
3612913	Сапоги резиновые	101
40988	Сахар	1925
521883	Сахарница	1027
297907	Сварочные аппараты и принадлежности	112
521980	Сверло	1164
344338	Сверло по бетону	299
238059	Сверло по дереву	296
344177	Сверло по металлу	628
232164	Светильник	10103
3225600	Светильник LED	234
3233986	Светильник аварийный	9
3233999	Светильник вандалоустойчивый	4
3234006	Светильник взрывозащищенный	9
3234018	Светильник встраиваемый	153
3234183	Светильник декоративный	32
3233996	Светильник настольный	103
3233893	Светильник садово-парковый	358
314252	Светильники и лампы для аквариума	144
1661846	Светосигнальная арматура	663
3900482	Свеча зажигания	200
14599	Свечи	4917
3739601	Свинина охлажденная	45
3670541	Свинина тушеная	16
2229870	СВСД	31
1187868	Сдоба	133
1183003	Сезонный товар	164
179159	Сейфы, шкафы металлические	92
2952721	Секатор	227
3612234	Сельдь	290
324395	Семена	19570
328051	Семена газонная трава	8
3619917	Семена и луковичные	3506
1305382	Семечки	2013
522644	Сендвичница	5
1823401	Сено, опилки для грызунов	15
2753371	Серверные аксессуары/Серверные аксессуары Supermicro	1
2733959	Серверные корпуса/Серверные корпуса Supermicro	5
326170	Сервиз	436
261150	Сервировка вина	79
439923	Сердечно-сосудистые (Антиаритмики, нитраты, антисклеротич)	211
2418096	Сердечные, гипотензивные	71
179163	Сертификат-бумага	9
225649	Сетевое оборудование и кабели	10
2716099	Сетевые и Интерфейсные шнуры	115
2713938	Сетевые и Интерфейсные шнуры/Кабели для монитора	129
2525465	Сетевые и Интерфейсные шнуры/Кабели для переключателей	20
2617142	Сетевые и Интерфейсные шнуры/Переключатели	27
2713945	Сетевые карты	4
116798	Сигареты	18906
3618868	Сигареты электронные	161
522896	Сигариллы	865
347382	Сигары	1139
3611060	Сидр	201
825927	Сироп	356
1662816	Сиропы, конфитюры диабет	1
2716840	Система видеонаблюдения	88
2765679	Система охлаждения для цифровой техники	99
238162	Системный блок	35
826246	Скакалка	45
215115	Сканер	86
523282	Скатерть	2847
523324	Скейтборд	90
3235445	Скоба монтажная	17
1201379	Скобяные изделия	1395
326370	Сковорода	4627
326569	Скороварка	24
235562	Скоросшиватель	1002
228291	Скотч	521
16248	Скраб	689
495109	Скрепки	478
439825	Слабительные и ветрогонные	64
144731	Слабоалкогольные напитки	2438
1373122	Сливки взбитые	73
510461	Слюнявчик детский	8
274160	Смазка техническая	467
1719834	Смартфон	243
55864	Смеси детские	167
3605664	Смеси сухофруктов и орехов	78
232258	Смеситель сантехнический	971
1823997	Смесь для выпечки	72
99618	Сметана	3125
260335	Снэки	2735
483064	Снэки кукурузные	690
37056	Снэки рыбные и мясные	1731
118900	Сода	21
38982	Соевые продукты	235
38459	Соевые продукты сухие диабет	91
300407	Соединяющие	179
17374	Сок	19577
497666	Сок детский	496
524464	Соковыжималка	316
3687183	Соломка, хлебные палочки	40
24365	Соль	611
3855	Соль для ванн	1596
372564	Сорочка	2083
830025	Сорочка женская	14
430438	Сорочка мужская	1352
1824443	Сорочка ночная	183
113685	Сосиски, сардельки	4149
513167	Соска детская	1264
3608814	Соска детская для бутылочки	223
2417668	Сосудистые, статины	43
326700	Сотейник	324
545856	Соус	9045
453365	Спазмолитики, холецистолитики	51
279363	Специальные продукты	454
525177	Спираль внутриматочная	22
39891	Спички	113
550638	Спорт	5434
278582	Спорт и отдых	445
1807611	Спортивное питание	119
442891	Средства влияющие на метаболизм (антиоксиданты)	7
454454	Средства влияющие на мускулатуру матки	1
659327	Средства для аквариумной воды	98
1105	Средства для бритья	2159
901504	Средства для бровей	8
1444039	Средства для глажения	30
357991	Средства для завивки	10
442265	Средства для лечения отитов, ушные капли	18
445515	Средства для лечения простатита	40
584955	Средства для лечения/Растения	26
443311	Средства заместительной терапии прочие (K,Ca,Mg,F...)	30
309084	Средства защиты растений	122
332767	Средства коррекции фигуры, регуляторы аппетита	44
318069	Средства от болезней растений	13
441199	Средства от синдрома похмелья	63
297516	Средства против грызунов	153
102	Средства против насекомых	1127
749170	Средства содержания/Комплексное	2
439693	Средства улучшающие пищеварение (ферменты...)	81
591720	Средства ухода за животными	49
2260116	Средство для мытья полов	162
274405	Средство для мытья посуды	3302
521821	Средство для мытья стекол	436
525385	Средство для обработки дерева	109
181424	Средство для посудомоечных машин	268
163	Средство для стирки	4410
366026	Средство для умывания	379
180898	Средство для ухода за изделиями из кожи	21
348632	Средство от укусов насекомых	40
3235660	Стабилизатор напряжения	34
773402	Стакан	2428
1351411	Стакан-непроливайка	62
344414	Стамеска	159
278768	Станки бритвенные	1333
832274	Статуэтка	424
3614934	Стеклоомыватель	79
332038	Стельки	761
2615775	Стемпинг	24
526118	Стержень для ручки	305
832787	Стержень для ручки шариковый	336
526419	Стикер	18
526431	Стиральная машина	136
235	Стиральный порошок	4354
833493	Стол	47
1826439	Столовое белье	100
226976	Столовые приборы	402
456136	Столярные изделия	762
180538	Стразы	62
615329	Строительные материалы	708
344725	Струбцина	80
3948178	Стул	309
1226940	Субпродукты	55
3541537	Сувенир	8405
834419	Сувенир полистоун	190
331590	Сувенирное оружие	49
2221949	Сувениры пасхальные	269
527220	Сумка	1959
527321	Сумка детская	235
3235801	Сумка для инструментов	6
527395	Сумка для ноутбука	323
527416	Сумка для обуви	958
527492	Сумка дорожная	27
527494	Сумка женская	444
527297	Сумка молодежная	743
2765683	Сумки и чехлы для электронных устройств	1452
3210952	Суп	1054
3610619	Суп быстрого приготовления	248
1316161	Сухари панировочные	195
676644	Сухари, сушки, баранки	754
1202446	Сухарики	2097
1827197	Сухие напитки	46
25936	Сухофрукты	1859
383145	Суши	79
527924	Сушилка бытовая	635
177948	Сушилка для рук	6
527965	Сушильные машины	6
3235818	Счетчик электроэнергии	16
574475	Считыватели карт (картридеры)	55
3917988	Съемники стопорных колец	5
391607	Сыворотка для волос	145
142810	Сыр	6942
76203	Сыр мягкий	872
3545748	Сыр плавленый	2311
2260623	Сыр рассольный	95
3614808	Сыр с плесенью	25
2238224	Сыр свежий	73
124690	Сыр твердый и полутвердый	1036
2260630	Сыр творожный	174
2260702	Сыр элитный из козьего и овечьего молока	22
2260614	Сыр элитный фасованный	61
1318164	Сырок	636
3767116	Сырок глазированный	91
336038	Табак	1018
38814	Табакокурение	1068
1714427	Таблички и вывески	1013
327218	Таз	980
3235912	Таймер	53
278661	Тампоны женские	591
837370	Тапочки	741
327266	Тарелка	6289
839217	Тарталетки	76
496652	Тату	16
3005387	Творог	283
38969	Творог и творожные	5766
3625331	Творог упакованный продающийся на вес (2)	7
1319873	Творожок	95
1356639	Творчество	2122
25959	Текила	1398
17402	Текстиль для дома	2466
515734	Текстурное покрытие	59
839788	Телевизор	541
1522725	Телекоммуникационные системы	2
632983	Телефон мобильный	199
167368	Телефоны и факсы	356
1249	Тени для век	8197
529179	Тепловентилятор	191
1484381	Теплый пол	142
327595	Терка	64
840786	Термобелье	182
309573	Термометр	576
3552571	Термопот	147
529461	Термос	1365
841204	Термостат	32
595894	Террариум	30
353407	Тест беременности и овуляции	217
128690	Тесто	384
3610531	Тесто замороженное	140
179452	Тетрадь	17080
507558	Тетрадь дизайнерская	14
179679	Тетрадь для нот, дневник для муз. школы	140
529792	Тетрадь на кольцах	102
179720	Тетрадь предметная	1682
530775	Тетрадь специальная	27
2220725	Технопарк	414
149195	Товары для вечеринок	652
3708771	Товары для грузынов	9
337447	Товары для душа и ванны	3430
3605276	Товары для кемпинга	1014
3620858	Товары для кошек	153
140298	Товары для праздника	1443
3654587	Товары для птиц	6
561877	Товары для садоводства	2623
3617088	Товары для собак	294
331156	Товары для художников	22373
3633123	Толстовка	615
1280129	Томатная паста	1576
3610496	Томаты консервированные	104
1833118	Тональные средства	273
533906	Тоник для лица	192
487628	Тонометр	380
388788	Топ женский	44
907802	Топливо	722
344427	Топор	265
276025	Тормозная жидкость	99
476443	Торт	8178
534121	Торт вафельный	480
3923521	Тосол	49
534262	Тостер	162
534278	Точилка для карандашей	1044
534287	Точилка для косметических карандашей	53
637982	Транспортировка детей	391
303859	Транспортировка и складирование	64
3230741	Трансформатор понижающий	57
3235841	Трансформатор тока	318
534730	Трансформатор электрический	82
495336	Трафареты, лекала	183
535118	Триммер	50
3230105	Трубка монтажная термоусаживаемая	474
34242	Трубочки для коктейля	185
17628	Трусы	5143
334684	Трусы для девочек	352
347445	Трусы для мальчиков	330
361002	Трусы женские	8525
430347	Трусы мужские	4894
535340	Тряпка для пола	248
1039	Туалетная вода	20900
294284	Туалетный утенок	39
314142	Туалеты, совки	343
535836	Тубус	19
1836865	Тумба для аквариума	18
145188	Туризм	181
849535	Туфли	1286
535866	Тушь	96
2472	Тушь для ресниц	2685
3568149	Уайт-спирит	46
179868	Увлажнители для пальцев	19
3614638	Увлажнитель воздуха	31
2494899	Уголь художественный	2
241624	Удилища	38
536378	Удлинитель антенный	17
536231	Удлинитель электрический	1401
276445	Удобрения	1494
536460	Указка	7
1837031	Украшения для животных	123
26041	Уксус	1299
2229862	Умка	507
3604469	Умный дом	22
3608219	Упаковка	1254
287296	Упаковка подарочная	3855
330599	Уровень	359
445741	Урологические (выводящие мочевые конкременты...)	15
3229847	Устройства для КТН - механизмы блокировки	8
1216042	Утеплитель	11
131927	Утюг	1094
28	Уход за волосами	6030
1045095	Уход за губами	523
337649	Уход за детьми	9010
203	Уход за зубами и ртом	1678
32377	Уход за кожей	1361
961989	Уход за лицом	2663
331979	Уход за ногами	839
594	Уход за обувью	1721
443664	Уход за оргтехникой	84
891338	Уход за руками	82
897047	Уход за телом	1480
673172	Учебно-просветительная литература	774
536784	Файлы	110
537031	Фартук, нарукавники	262
3739702	Фарш мясной охл	25
36444	Фен	1057
3230129	Фен технический	2
1726736	Феникс ( ПФ Невская Трапеза ЗАО)	7
537210	Фигурка декоративная	611
1364437	Фигурки, роботы, животные	1023
2496079	Фиксатив	10
3934319	Фильтр воздушный	147
179917	Фильтр для воды	333
1402154	Фильтр для кофе	38
537299	Фильтр для пылесоса	19
3620768	Фильтр масляный	125
3934490	Фильтр салона автомобиля	13
536405	Фильтр сетевой	349
3933148	Фильтр топливный	88
3616373	Финики	20
3605455	Фисташки	70
276607	Фиточай	1200
21717	Фломастеры	2738
713210	Фокусы	67
33227	Фольга	322
496348	Фольга цветная	16
181344	Фонарь	1936
538831	Форма кулинарная	2093
133309	Фотоальбом	2503
179988	Фотобумага	362
1346833	Фотовспышка	15
180003	Фотокамеры и аксессуары	203
928436	Фотообъектив	93
240396	Фотопленка	50
33611	Фоторамка	4131
3225141	Фотореле	11
988413	Фрукты и овощи	354
36707	Фрукты свежие	488
3637019	Фрукты экзотические	86
337253	Фумигатор	244
2506068	Фурнитура	406
704834	Фурнитура дверная	160
266714	Фурнитура для штор	127
462703	Футбол	82
857677	Футболка	9200
371816	Футболка для девочек	239
383633	Футболка для мальчиков	267
386769	Футболка женская	1516
430402	Футболка мужская	1107
1840203	Футляр для телефона	138
1840215	Футляр для фотокамеры	184
539699	Футляры для ручек	14
2765720	Фуфайка	4396
859152	Халат	715
329006	Халва	580
1336849	Херес	32
938857	Химико-маскательные товары	70
379625	Химическая завивка	35
558225	Хлеб	3081
3914477	Хлеб зерновой	13
3780861	Хлеб пшеничный	51
3914486	Хлеб ржано-пшеничный	21
3914523	Хлеб этнический	10
1709997	Хлебница	388
40119	Хлебо-булочные изделия	3840
539857	Хлебопечь	79
49503	Хлебцы	1369
539918	Хна	131
2762787	Ходунки	68
3536	Хозяйственные товары	13839
462696	Хоккей	69
452773	Холодильник	221
186980	Холодный чай	961
540146	Холст художественный	388
1710098	Хомут	334
3939131	Хомут автомобильный	42
3226775	Хомут монтажный	237
2429412	Хондропротектор	5
143343	Хрен	387
1841564	Художественная литература	235
1351563	Цветы	152
3610735	Цветы горшечные	932
1351413	Цветы искусственные	260
3610738	Цветы срезанные	372
1292247	Цемент	4
1841610	Цепи, тросы	7
540564	Цикорий	469
233721	Циркуль	199
330564	Цифровая техника (неклассифицированные)	6397
439945	ЦНС Аналептики, противосудорожные	272
439920	ЦНС Седативные и снотворные	363
21794	Чай	22551
135886	Чай детский	122
541137	Чайник	6120
3613148	Чайник заварочный, кофейник	239
871514	Чайный набор	2310
2506298	Чайный напиток	341
295931	Часы	1357
329250	Часы песочные	39
329236	Чашка	486
443666	Чернила	26
214972	Чернила для принтера	331
2011058	Чехол для одежды	255
18673	Чипсы и снэки	7546
6693	Чистящие моющие средства	5048
330539	Чулки	887
2206	Чулочно-носочные изделия	1874
541713	Шайба	134
3237950	Шайбы монтажная	10
1412	Шампунь	16543
1382789	Шампунь детский	176
345236	Шампунь для животных	620
865398	Шарф	962
179821	Шары воздушные	880
434842	Швабра	1355
285832	Швейные принадлежности	115
3622376	Шейка	191
2496499	Шейкер	33
542923	Шило	14
2275302	ШиШ	102
329651	Шкатулка	831
3948177	Шкаф	218
1360876	Шкафы и принадлежности	91
3223912	Шкафы и щиты (корпуса) для НВА	632
3605381	Школьная галантерея	450
543020	Шланг	24
1844469	Шлейка	572
2273006	Шляпа	49
451035	Шнур бытовой	329
432303	Шнурки для обуви	225
19677	Шоколад	11562
3604888	Шоколад фигурный	460
29993	Шоколадная паста	273
3607322	Шоколадный батончик	254
867954	Шорты	1910
365794	Шорты женские	66
384231	Шпаклевка	240
330610	Шпатель	627
543585	Шпатлевка	302
3607426	Шпиг	144
2274861	Шприц инсулиновый	236
543617	Шприц медицинский	158
3945372	Шприц плунжерный	6
3619474	Шпроты	871
543671	Шредер	223
330102	Штопор	379
434427	Штора для ванны	575
33381	Шторы	319
3617283	Шторы автомобильные солнцезащитные	12
543843	Штукатурка	118
3238428	Шуруповерт	180
543871	Шурупы	338
211737	Щетка для волос	649
544138	Щетка для обуви	104
544232	Щетка для одежды	220
1414878	Щетка стеклоочистителя	725
544137	Щетка хозяйственная	635
544355	Щипцы для волос	290
869759	Щит распределительный	221
3230861	Щиток электрический осветительный	3
3634280	Экибана	21
3607755	Эл. игры и игрушки	134
2506045	Электродвигатель	169
241498	Электроды	43
686230	Электронные компоненты	635
297628	Электрооборудование	24760
3835964	Электроподогреватель	21
278327	Электротовары	975
3223907	Электроустановочные аксессуары	324
3224037	Электроустановочные изделия	854
3233796	Электрощит в сборе	47
3238736	Электрощитовой ящик с блоком рубильник-предохранитель	5
482588	Эмаль	3018
296462	Эмаль алкидная	525
545353	Эпилятор	164
870814	Эспандер	101
2765684	Этажерка	363
545503	Этикетки, этикет лента	378
871043	Юбка	2509
3647474	Ягоды	106
2230206	Ягоды замороженые	122
2228838	Ягоды свежие	25
142624	Яйцо	894
3668495	Яйцо куриное	386
3737152	Яйцо перепелиное	17
180158	Ящик для денег	12
344013	Ящик для инструментов	185
